antecedent,consequent,confidence,lift,count,antecedent_count,support,size
Sent_Trend=stable & Mkt_trend=trend_breaking & Mkt_momentum=strong_up,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Sent_Trend=stable & Mkt_trend_strength=weak_downtrend & Mkt_momentum=strong_up,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Mkt_momentum=strong_up,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_trend=trend_breaking & Mkt_trend_strength=weak_downtrend & Mkt_momentum=strong_up,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_trend=trend_breaking & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_trend_strength=weak_downtrend & Mkt_reversion=bounce_setup & Mkt_momentum=strong_up,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_trend_strength=weak_downtrend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_trend_strength=weak_downtrend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_reversion=bounce_setup & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_up,1.0,4.9375,10,10,0.1266,3
Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_big_up,0.8571,3.0779,18,21,0.2278,2
Mkt_reversion=fade_setup & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_big_up,0.8571,3.0779,18,21,0.2278,3
Sent_Trend=stable & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,1.0,3.16,15,15,0.1899,3
Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.9375,3.3665,15,16,0.1899,2
Sent_Trend=stable & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_FullDay=day_big_up,0.9375,3.3665,15,16,0.1899,3
Polarity=neutral & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,2
Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,2
Polarity=neutral & Post_DOW=Wed & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Polarity=neutral & Post_DOW=Wed & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Polarity=neutral & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Polarity=neutral & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Polarity=neutral & Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Post_DOW=Wed & Mkt_reversion=mild_rally & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Post_DOW=Wed & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Mkt_reversion=mild_rally & Mkt_momentum=strong_up & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Mkt_reversion=mild_rally & Mkt_volatility=high & Sentiment=neutral,NEXT_FullDay=day_up,0.875,7.6806,7,8,0.0886,3
Polarity=neutral & Post_Time=pre_market & Post_DOW=Tue,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Polarity=neutral & Post_Time=pre_market & Buzz=high_buzz,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Polarity=neutral & Post_Time=pre_market & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Post_Time=pre_market & Post_DOW=Tue & Sentiment=neutral,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Post_Time=pre_market & Buzz=high_buzz & Sentiment=neutral,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Post_Time=pre_market & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_2Day=2day_flat,1.0,6.5833,7,7,0.0886,3
Post_DOW=Wed & Mkt_trend=uptrend,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Post_DOW=Wed & Mkt_trend_strength=strong_uptrend,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Sent_Trend=stable & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Mkt_trend=uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,2
Post_DOW=Wed & Sent_Trend=stable & Mkt_trend=uptrend,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Sent_Trend=stable & Mkt_trend_strength=strong_uptrend,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Sent_Trend=stable & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Sent_Trend=stable & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend=uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend=uptrend & Mkt_volatility=high,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend=uptrend & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend_strength=strong_uptrend & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend_strength=strong_uptrend & Mkt_volatility=high,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_trend_strength=strong_uptrend & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Wed & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Sent_Trend=stable & Mkt_trend=uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Sent_Trend=stable & Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Sent_Trend=stable & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Sent_Trend=stable & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Sent_Trend=stable & Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend=uptrend & Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend=uptrend & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend=uptrend & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend=uptrend & Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally & Mkt_momentum=strong_up,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally & Mkt_volatility=high,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_trend_strength=strong_uptrend & Mkt_reversion=mild_rally & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_reversion=mild_rally & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Mkt_reversion=mild_rally & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_up,0.8,7.0222,8,10,0.1013,3
Post_DOW=Tue & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,2
Post_DOW=Tue & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,2
Post_Time=pre_market & Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,3
Post_DOW=Tue & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,3
Post_DOW=Tue & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,3
Post_DOW=Tue & Mkt_momentum=strong_down & Mkt_volatility=high,NEXT_2Day=2day_flat,0.7857,5.1726,11,14,0.1392,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,0.75,4.9375,12,16,0.1519,2
Post_Time=pre_market & Mkt_reversion=mild_dip,NEXT_2Day=2day_flat,0.75,4.9375,12,16,0.1519,2
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,0.75,4.9375,12,16,0.1519,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_volatility=high,NEXT_2Day=2day_flat,0.75,4.9375,12,16,0.1519,3
Post_Time=pre_market & Mkt_reversion=mild_dip & Mkt_volatility=high,NEXT_2Day=2day_flat,0.75,4.9375,12,16,0.1519,3
Sent_Trend=stable & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.9167,2.1944,22,24,0.2785,3
Post_Time=pre_market & Sent_Trend=deteriorating,NEXT_2Day=2day_down,1.0,8.7778,5,5,0.0633,2
Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=normal_vol,NEXT_Gap=big_gap_up,1.0,4.3889,10,10,0.1266,2
Subjectivity=mixed & Post_Time=market_hours & Post_DOW=Wed,NEXT_FullDay=day_up,1.0,8.7778,5,5,0.0633,3
Subjectivity=mixed & Post_Time=market_hours & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,1.0,8.7778,5,5,0.0633,3
Post_Time=market_hours & Post_DOW=Wed & Buzz=high_buzz,NEXT_FullDay=day_up,1.0,8.7778,5,5,0.0633,3
Post_Time=market_hours & Buzz=high_buzz & Mkt_trend_strength=strong_uptrend,NEXT_FullDay=day_up,1.0,8.7778,5,5,0.0633,3
Post_Time=market_hours & Buzz=high_buzz & Mkt_reversion=mild_rally,NEXT_FullDay=day_up,1.0,8.7778,5,5,0.0633,3
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_trend=uptrend,NEXT_2Day=2day_down,1.0,8.7778,5,5,0.0633,3
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_volatility=high,NEXT_2Day=2day_down,1.0,8.7778,5,5,0.0633,3
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_down,1.0,8.7778,5,5,0.0633,3
Mkt_trend=uptrend & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=normal_vol,NEXT_Gap=big_gap_up,1.0,4.3889,10,10,0.1266,3
Mkt_trend_strength=weak_uptrend & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_Gap=big_gap_up,1.0,4.3889,10,10,0.1266,3
Sent_Trend=stable & Mkt_reversion=bounce_setup,NEXT_Gap=gap_up,0.8571,4.2321,12,14,0.1519,2
Post_Time=pre_market & Mkt_trend=uptrend & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8571,4.2321,12,14,0.1519,3
Post_Time=pre_market & Mkt_trend_strength=weak_uptrend & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8571,4.2321,12,14,0.1519,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_Gap=gap_up,0.8571,4.2321,12,14,0.1519,3
Sent_Trend=stable & Mkt_reversion=bounce_setup & Mkt_volume_regime=normal_vol,NEXT_Gap=gap_up,0.8571,4.2321,12,14,0.1519,3
Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.8182,2.938,18,22,0.2278,1
Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_FullDay=day_big_up,0.8182,2.938,18,22,0.2278,2
Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,18,18,0.2278,1
Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,18,18,0.2278,2
Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.7778,3.8403,14,18,0.1772,1
Sent_Trend=unknown & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.7778,3.8403,14,18,0.1772,2
Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.7778,3.8403,14,18,0.1772,2
Sent_Trend=unknown & Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.7778,3.8403,14,18,0.1772,3
Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,0.8571,2.7086,18,21,0.2278,2
Mkt_reversion=fade_setup & Mkt_volatility=high & Mkt_volume_regime=normal_vol,NEXT_2Day=2day_big_up,0.8571,2.7086,18,21,0.2278,3
Sent_Trend=stable & Mkt_reversion=fade_setup,NEXT_2Day=2day_big_up,0.9375,2.9625,15,16,0.1899,2
Sent_Trend=stable & Mkt_reversion=fade_setup & Mkt_volatility=high,NEXT_2Day=2day_big_up,0.9375,2.9625,15,16,0.1899,3
Mkt_trend=uptrend & Mkt_reversion=fade_setup & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_big_up,0.8421,3.0239,16,19,0.2025,3
Mkt_reversion=fade_setup & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_big_up,0.8421,3.0239,16,19,0.2025,3
Mkt_trend=uptrend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_2h_Max=2h_rip,0.8276,2.0431,24,29,0.3038,3
Sent_Trend=stable & Mkt_trend=uptrend & Mkt_reversion=fade_setup,NEXT_FullDay=day_big_up,0.9286,3.3344,13,14,0.1646,3
Sent_Trend=stable & Mkt_reversion=fade_setup & Mkt_momentum=strong_up,NEXT_FullDay=day_big_up,0.9286,3.3344,13,14,0.1646,3
Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.8065,1.9909,25,31,0.3165,2
Mkt_trend=uptrend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_2h_Max=2h_rip,0.8065,1.9909,25,31,0.3165,3
Sent_Trend=stable & Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_2h_Max=2h_rip,0.875,2.1602,21,24,0.2658,3
Post_Time=pre_market & Buzz=high_buzz,NEXT_FullDay=day_flat,1.0,3.0385,13,13,0.1646,2
Post_Time=pre_market & Buzz=high_buzz & Sent_Trend=unknown,NEXT_FullDay=day_flat,1.0,3.0385,13,13,0.1646,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_volatility=high,NEXT_FullDay=day_flat,1.0,3.0385,13,13,0.1646,3
Post_Time=pre_market & Sent_Trend=deteriorating,NEXT_FullDay=day_down,1.0,7.9,5,5,0.0633,2
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_trend=uptrend,NEXT_FullDay=day_down,1.0,7.9,5,5,0.0633,3
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_volatility=high,NEXT_FullDay=day_down,1.0,7.9,5,5,0.0633,3
Post_Time=pre_market & Sent_Trend=deteriorating & Mkt_volume_regime=normal_vol,NEXT_FullDay=day_down,1.0,7.9,5,5,0.0633,3
Subjectivity=factual & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,2
Polarity=neutral & Subjectivity=factual & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_Time=pre_market & Post_DOW=Tue,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_Time=pre_market & Buzz=high_buzz,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_Time=pre_market & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Buzz=high_buzz,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Sent_Trend=unknown,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Mkt_reversion=mild_dip,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Buzz=high_buzz & Sent_Trend=unknown,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Sent_Trend=unknown & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_trend=uptrend & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_momentum=strong_down & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Subjectivity=factual & Mkt_volume_regime=high_vol & Sentiment=neutral,NEXT_2Day=2day_flat,1.0,6.5833,6,6,0.0759,3
Mkt_trend=trend_breaking,NEXT_DayDir=day_DOWN,1.0,2.3235,17,17,0.2152,1
Mkt_trend=trend_breaking & Mkt_reversion=bounce_setup,NEXT_DayDir=day_DOWN,1.0,2.3235,17,17,0.2152,2
Mkt_trend=trend_breaking & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,17,17,0.2152,2
Mkt_trend=trend_breaking & Mkt_reversion=bounce_setup & Mkt_volatility=high,NEXT_DayDir=day_DOWN,1.0,2.3235,17,17,0.2152,3
Mkt_trend=uptrend & Mkt_momentum=strong_up & Mkt_volume_regime=normal_vol,NEXT_30m=30m_surge,0.8276,1.9812,24,29,0.3038,3
Post_DOW=Tue & Sent_Trend=unknown,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,2
Post_DOW=Tue & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,2
Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,2
Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,2
Post_DOW=Tue & Sent_Trend=unknown & Mkt_volatility=high,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Post_DOW=Tue & Sent_Trend=unknown & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Post_DOW=Tue & Mkt_volatility=high & Mkt_volume_regime=high_vol,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Sent_Trend=unknown & Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Sent_Trend=unknown & Mkt_reversion=mild_dip & Mkt_volatility=high,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Mkt_reversion=mild_dip & Mkt_momentum=strong_down & Mkt_volatility=high,NEXT_2Day=2day_flat,0.7333,4.8278,11,15,0.1392,3
Mkt_trend=uptrend & Mkt_momentum=strong_up,NEXT_30m=30m_surge,0.8065,1.9306,25,31,0.3165,2
Mkt_trend=uptrend & Mkt_momentum=strong_up & Mkt_volatility=high,NEXT_30m=30m_surge,0.8065,1.9306,25,31,0.3165,3
Post_Time=pre_market & Buzz=high_buzz,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Post_DOW=Tue & Buzz=high_buzz,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Post_DOW=Tue & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_trend=uptrend & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_trend_strength=weak_uptrend & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_trend_strength=weak_uptrend & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_reversion=mild_dip & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Mkt_momentum=strong_down & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,2
Post_Time=pre_market & Buzz=high_buzz & Sent_Trend=unknown,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_Time=pre_market & Buzz=high_buzz & Mkt_volatility=high,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_Time=pre_market & Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_Time=pre_market & Mkt_reversion=mild_dip & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Sent_Trend=unknown,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_trend=uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_trend_strength=weak_uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_volatility=high,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Buzz=high_buzz & Mkt_volume_regime=high_vol,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Sent_Trend=unknown & Mkt_trend=uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Sent_Trend=unknown & Mkt_trend_strength=weak_uptrend,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Sent_Trend=unknown & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Sent_Trend=unknown & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Mkt_trend=uptrend & Mkt_reversion=mild_dip,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
Post_DOW=Tue & Mkt_trend=uptrend & Mkt_momentum=strong_down,NEXT_Gap=big_gap_down,0.8462,4.1779,11,13,0.1392,3
